Source Name,Column Name,Data Type,Width,Hierarchy,Level
SC-Orders SL,ScL Requirement Type,Varchar,2,,
SC-Orders SL,ScL Quantity,Float,11,,
SC-Orders SL,Sales Order ScL Line,Varchar,4,,
SC-Orders SL,SO Doc Condition,Integer,10,,
SC-Orders SL,Delivery Customer Key,Varchar,18,,
SC-Orders SL,Security Key,Varchar,25,,
SC-Orders SL,Currency Key RC,Varchar,10,,
SC-Orders SL,Ex Rate RC,Float,11,,
SC-Orders SL,Order Intake RC,Float,11,,
SC-Orders SL,SO Item Cost RC,Float,11,,
SC-Orders SL,RecType,Varchar,10,,
SC-Orders SL History,Sales Order Number,Varchar,10,Sales Order,Sales Order
SC-Orders SL History,Sales Order Item,Varchar,6,Sales Order,Sales Order
SC-Orders SL History,SO Date,Date,10,Sales Order,Sales Order
SC-Orders SL History,SO Document Category,Varchar,1,Sales Order,Sales Order
SC-Orders SL History,SO Transaction Group,Integer,1,Sales Order,Sales Order
SC-Orders SL History,SO Document Type,Varchar,4,Sales Order,Sales Order
SC-Orders SL History,Sales Org Key,Varchar,4,Sales Org,Sales Org
SC-Orders SL History,Distr Channel,Varchar,2,Sales Order,Sales Order
SC-Orders SL History,Sales Office Key,Varchar,8,,
SC-Orders SL History,Customer Key,Varchar,18,Customer,Customer
SC-Orders SL History,SO Header Change Date,Date,10,Sales Order,Sales Order
SC-Orders SL History,Item Key,Varchar,30,Item,Item
SC-Orders SL History,Item category,Varchar,4,Sales Order,Sales Order
SC-Orders SL History,Rejection Reason Key,Varchar,2,Reason For Rejection,
SC-Orders SL History,Base Unit,Varchar,2,Sales Order,Sales Order
SC-Orders SL History,Division Key,Varchar,2,Division,Division
SC-Orders SL History,Order Qty,Float,11,,
SC-Orders SL History,Plant,Integer,4,Sales Order,Sales Order
SC-Orders SL History,SO Item Cost,Float,11,,
SC-Orders SL History,Currency Key DC,Varchar,10,Sales Order,Sales Order
SC-Orders SL History,Ex Rate DC,Float,11,Sales Order,Sales Order
SC-Orders SL History,Order Intake DC,Float,11,,
SC-Orders SL History,Currency Key GC,Varchar,10,Sales Order,Sales Order
SC-Orders SL History,Ex Rate GC,Float,11,Sales Order,Sales Order
SC-Orders SL History,Order Intake GC,Float,11,,
SC-Orders SL History,Currency Key HC,Varchar,10,Sales Order,Sales Order
SC-Orders SL History,Ex Rate HC,Float,11,Sales Order,Sales Order
SC-Orders SL History,Order Intake HC,Float,11,,
SC-Orders SL History,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-Orders SL History,Pricing Date,Date,10,Sales Order,Sales Order
SC-Orders SL History,Sales Order Key,Varchar,16,Sales Order,Sales Order
SC-Orders SL History,Current Record,Integer,1,Sales Order,Sales Order
SC-Orders SL History,CustArea Key,Varchar,22,Customer Sales Area,Customer Sales Area
SC-Orders SL History,SO Item Delivery Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL History,SO Order Delivery Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL History,SO Item Rejection Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL History,SO Item Overall Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL History,Change Date,Date,10,Sales Order,Sales Order
SC-Orders SL History,DelMarker,Varchar,100,Sales Order,Sales Order
SC-Orders SL History,Source,Varchar,10,Sales Order,Sales Order
SC-Orders SL History,SO Item Cost DC,Float,11,,
SC-Orders SL History,SO Item Cost GC,Float,11,,
SC-Orders SL History,SO Item Cost HC,Float,11,,
SC-Orders SL History,Requirement Type Key,Varchar,3,Sales Order,Sales Order
SC-Orders SL History,Object Number,Varchar,18,Sales Order,Sales Order
SC-Orders SL History,Comp Code Key,Varchar,4,Company,Company
SC-Orders SL History,ScL Delivery Date,Date,10,Sales Order,Sales Order
SC-Orders SL History,ScL Category,Varchar,2,Sales Order,Sales Order
SC-Orders SL History,ScL Type,Varchar,1,Sales Order,Sales Order
SC-Orders SL History,ScL Requirement Type,Varchar,2,Sales Order,Sales Order
SC-Orders SL History,ScL Quantity,Float,11,Sales Order,Sales Order
SC-Orders SL History,Sales Order ScL Line,Varchar,4,Sales Order,Sales Order
SC-Orders SL History,SO Doc Condition,Integer,10,Sales Order,Sales Order
SC-Orders SL History,Delivery Customer Key,Varchar,18,Delivery Country,Delivery Country
SC-Orders SL History,Security Key,Varchar,25,Security Key,Security Key
SC-Orders SL History,Currency Key RC,Varchar,10,Sales Order,Sales Order
SC-Orders SL History,Ex Rate RC,Float,11,Sales Order,Sales Order
SC-Orders SL History,Order Intake RC,Float,11,,
SC-Orders SL History,SO Item Cost RC,Float,11,,
SC-Orders SL History,RecType,Varchar,10,Sales Order,Sales Order
SC-Orders SL Update,Sales Order Number,Varchar,10,Sales Order,Sales Order
SC-Orders SL Update,Sales Order Item,Varchar,6,Sales Order,Sales Order
SC-Orders SL Update,SO Date,Date,10,Sales Order,Sales Order
SC-Orders SL Update,SO Document Category,Varchar,1,Sales Order,Sales Order
SC-Orders SL Update,SO Transaction Group,Integer,1,Sales Order,Sales Order
SC-Orders SL Update,SO Document Type,Varchar,4,Sales Order,Sales Order
SC-Orders SL Update,Sales Org Key,Varchar,4,Sales Org,Sales Org
SC-Orders SL Update,Distr Channel,Varchar,2,Sales Order,Sales Order
SC-Orders SL Update,Sales Office Key,Varchar,8,,
SC-Orders SL Update,Customer Key,Varchar,18,Customer,Customer
SC-Orders SL Update,SO Header Change Date,Date,10,Sales Order,Sales Order
SC-Orders SL Update,Item Key,Varchar,30,Item,Item
SC-Orders SL Update,Item category,Varchar,4,Sales Order,Sales Order
SC-Orders SL Update,Rejection Reason Key,Varchar,2,Reason For Rejection,
SC-Orders SL Update,Base Unit,Varchar,2,Sales Order,Sales Order
SC-Orders SL Update,Division Key,Varchar,2,Division,Division
SC-Orders SL Update,Order Qty,Float,11,,
SC-Orders SL Update,Plant,Integer,4,Sales Order,Sales Order
SC-Orders SL Update,SO Item Cost,Float,11,,
SC-Orders SL Update,Currency Key DC,Varchar,10,Sales Order,Sales Order
SC-Orders SL Update,Ex Rate DC,Float,11,Sales Order,Sales Order
SC-Orders SL Update,Order Intake DC,Float,11,,
SC-Orders SL Update,Currency Key GC,Varchar,10,Sales Order,Sales Order
SC-Orders SL Update,Ex Rate GC,Float,11,Sales Order,Sales Order
SC-Orders SL Update,Order Intake GC,Float,11,,
SC-Orders SL Update,Currency Key HC,Varchar,10,Sales Order,Sales Order
SC-Orders SL Update,Ex Rate HC,Float,11,Sales Order,Sales Order
SC-Orders SL Update,Order Intake HC,Float,11,,
SC-Orders SL Update,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-Orders SL Update,Pricing Date,Date,10,Sales Order,Sales Order
SC-Orders SL Update,Sales Order Key,Varchar,16,Sales Order,Sales Order
SC-Orders SL Update,Current Record,Integer,1,Sales Order,Sales Order
SC-Orders SL Update,CustArea Key,Varchar,22,Customer Sales Area,Customer Sales Area
SC-Orders SL Update,SO Item Delivery Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL Update,SO Order Delivery Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL Update,SO Item Rejection Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL Update,SO Item Overall Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL Update,Change Date,Date,10,Sales Order,Sales Order
SC-Orders SL Update,DelMarker,Varchar,100,Sales Order,Sales Order
SC-Orders SL Update,Source,Varchar,10,Sales Order,Sales Order
SC-Orders SL Update,SO Item Cost DC,Float,11,,
SC-Orders SL Update,SO Item Cost GC,Float,11,,
SC-Orders SL Update,SO Item Cost HC,Float,11,,
SC-Orders SL Update,Requirement Type Key,Varchar,3,Sales Order,Sales Order
SC-Orders SL Update,Object Number,Varchar,18,Sales Order,Sales Order
SC-Orders SL Update,Comp Code Key,Varchar,4,Company,Company
SC-Orders SL Update,ScL Delivery Date,Date,10,Sales Order,Sales Order
SC-Orders SL Update,ScL Category,Varchar,2,Sales Order,Sales Order
SC-Orders SL Update,ScL Type,Varchar,1,Sales Order,Sales Order
SC-Orders SL Update,ScL Requirement Type,Varchar,2,Sales Order,Sales Order
SC-Orders SL Update,ScL Quantity,Float,11,Sales Order,Sales Order
SC-Orders SL Update,Sales Order ScL Line,Varchar,4,Sales Order,Sales Order
SC-Orders SL Update,SO Doc Condition,Integer,10,Sales Order,Sales Order
SC-Orders SL Update,Delivery Customer Key,Varchar,18,Delivery Country,Delivery Country
SC-Orders SL Update,Security Key,Varchar,25,Security Key,Security Key
SC-Orders SL Update,Currency Key RC,Varchar,10,Sales Order,Sales Order
SC-Orders SL Update,Ex Rate RC,Float,11,Sales Order,Sales Order
SC-Orders SL Update,Order Intake RC,Float,11,,
SC-Orders SL Update,SO Item Cost RC,Float,11,,
SC-Orders SL Update,RecType,Varchar,10,Sales Order,Sales Order
SC-Sales Office,Region,Varchar,4,,
SC-Sales Office,SubRegion,Varchar,6,,
SC-Sales Office,Sales Office Key,Varchar,8,,
SC-Sales Office,Sales Office,Varchar,20,,
SC-Sales Office,RC Currency Key,Varchar,4,,
SQL_DBO_vw_sql_dim_country,country_key,Varchar,3,,
SQL_DBO_vw_sql_dim_country,country_name,Varchar,42,,
SQL_DBO_vw_sql_dim_country,country_iso_alpha_code,Varchar,2,,
SQL_DBO_vw_sql_dim_country,curr_code,Varchar,11,,
SQL_DBO_vw_sql_dim_country,subregion_key,Varchar,2,,
SQL_DBO_vw_sql_dim_country,subregion_name,Varchar,22,,
SQL_DBO_vw_sql_dim_country,area_key,Varchar,2,,
SQL_DBO_vw_sql_dim_country,area_name,Varchar,18,,
SQL_DBO_vw_sql_dim_country,region_key,Varchar,1,,
SQL_DBO_vw_sql_dim_country,region_name,Varchar,13,,
SQL_DBO_vw_sql_dim_country,dim_customer_country_unique,Varchar,110,,
SQL_DBO_vw_sql_dim_country,AUDIT_USER,Varchar,7,,
SQL_DBO_vw_sql_dim_country,AUDIT_TIME,DateTime,23,,
SC-User Access,User,Varchar,50,User Access,User Access
SC-User Access,User Security Key,Varchar,29,User Access,User Access
SC-User Access,Detail,Varchar,50,User Access,User Access
SC-User Access,Source,Varchar,10,User Access,User Access
SC-User Access,Customer Key,Varchar,18,Customer,Customer
SC-User Access,Role,Varchar,10,User Access,User Access
SC-User Access,Entity Value,Varchar,20,User Access,User Access
SC-Ex Rates,Valid From Date,Date,10,,
SC-Ex Rates,Valid To Date,Date,10,,
SC-Ex Rates,From Currency Key,Varchar,5,,
SC-Ex Rates,To Currency Key,Varchar,5,,
SC-Ex Rates,Exchange Rate,Float,11,,
SQL_CCR_Fastnet_xomrv,perakt,Varchar,6,,
SQL_CCR_Fastnet_xomrv,vkod,Varchar,3,,
SQL_CCR_Fastnet_xomrv,kurstyp,Varchar,1,,
SQL_CCR_Fastnet_xomrv,enhet,Float,8,,
SQL_CCR_Fastnet_xomrv,kurs,Float,8,,
Key Account,Key Account,Varchar,22,,
Key Account,Key Acc,Varchar,22,,
ADR6,ADR6_ADDRNUMBER,Varchar,10,,
ADR6,ADR6_PERSNUMBER,Varchar,10,,
ADR6,ADR6_DATE_FROM,Date,10,,
ADR6,ADR6_CONSNUMBER,Integer,3,,
ADR6,ADR6_FLGDEFAULT,Varchar,1,,
ADR6,ADR6_FLG_NOUSE,Varchar,1,,
ADR6,ADR6_HOME_FLAG,Varchar,1,,
ADR6,ADR6_SMTP_ADDR,Varchar,241,,
ADR6,ADR6_R3_USER,Varchar,1,,
ADR6,ADR6_VALID_FROM,Varchar,14,,
ADR6,ADR6_VALID_TO,Varchar,14,,
SC-Active Directory,Email ID,Varchar,100,,
SC-Active Directory,Last Name,Varchar,50,,
SC-Active Directory,First Name,Varchar,50,,
SC-Active Directory,AD ID,Varchar,50,,
SC-Active Directory,Manager AD ID,Varchar,100,,
SC-Employee Hierarchy,Name,Varchar,100,,
SC-Employee Hierarchy,AD ID,Varchar,50,,
SC-Employee Hierarchy,Manager AD ID,Varchar,50,,
SC-Employee Hierarchy,Manager Name,Varchar,100,,
SC-Employee Hierarchy,Managerx2 AD ID,Varchar,50,,
SC-Employee Hierarchy,Managerx2 Name,Varchar,100,,
SC-Employee Hierarchy,Managerx3 AD ID,Varchar,50,,
SC-Employee Hierarchy,Managerx3 Name,Varchar,100,,
SC-Employee Hierarchy,Managerx4 AD ID,Varchar,50,,
SC-Employee Hierarchy,Managerx4 Name,Varchar,100,,
SC-Employee Hierarchy,Email ID,Varchar,241,,
Active Directory,hsLineManagerGEID,Varchar,11,,
Active Directory,mail,Varchar,48,,
Active Directory,sn,Varchar,27,,
Active Directory,givenName,Varchar,33,,
Active Directory,dxrState,Varchar,8,,
Active Directory,hsGEID,Varchar,13,,
Active Directory,cn,Varchar,45,,
Active Directory,c,Varchar,2,,
Active Directory,hsCompany,Varchar,72,,
Active Directory,hsCountryCode,Varchar,2,,
Active Directory,manager,Varchar,71,,
SC-COGNOS Rates,perakt,Varchar,6,,
SC-COGNOS Rates,vkod,Varchar,3,,
SC-COGNOS Rates,kurstyp,Varchar,1,,
SC-COGNOS Rates,enhet,Float,8,,
SC-COGNOS Rates,kurs,Float,8,,
SC-COGNOS Rates,Month,Varchar,2,,
SC-COGNOS Rates,Year,Varchar,2,,
SC-COGNOS Rates,Type,Varchar,2,,
SC-COGNOS Rates,Source,Varchar,1,,
SC-COGNOS Rates,Exchange Rate,Float,8,,
SC-COGNOS Rates,Currency Key,Varchar,3,,
SC-COGNOS,Comp Code Key,Varchar,4,Company,Company
SC-COGNOS,COGNOS Month,Varchar,2,Cognos,
SC-COGNOS,COGNOS Year,Varchar,2,Cognos,
SC-COGNOS,COGNOS Currency Key HC,Varchar,3,Cognos,
SC-COGNOS,Net Sales HC,Float,18,,
SC-COGNOS,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-COGNOS,Sales COGS HC,Float,18,,
SC-COGNOS,Sales ICOGS HC,Float,18,,
SC-COGNOS,Net HC YTD,Float,18,,
SC-COGNOS,COGS HC YTD,Float,18,,
SC-COGNOS,ICOGS HC YTD,Float,18,,
SC-COGNOS,COGNOS Net GC,Float,18,,
SC-COGNOS,COGNOS COGS GC,Float,18,,
SC-COGNOS,COGNOS ICOGS GC,Float,18,,
SC-COGNOS,COGNOS Ex Rate GC,Float,10,Cognos,
SC-COGNOS Daily,Comp Code Key,Varchar,4,,
SC-COGNOS Daily,Month,Varchar,2,,
SC-COGNOS Daily,Year,Varchar,2,,
SC-COGNOS Daily,Currency Key HC,Varchar,3,,
SC-COGNOS Daily,Net Sales HC,Float,18,,
SC-COGNOS Daily,Analysis Date,Date,10,,
SC-COGNOS Daily,Sales COGS HC,Float,18,,
SC-COGNOS Daily,Sales ICOGS HC,Float,18,,
SC-COGNOS RK,Comp Code Key,Varchar,4,,
SC-COGNOS RK,Month,Varchar,2,,
SC-COGNOS RK,Year,Varchar,2,,
SC-COGNOS RK,Currency Key HC,Varchar,3,,
SC-COGNOS RK,Net Sales HC,Float,18,,
SC-COGNOS RK,Analysis Date,Date,10,,
SC-COGNOS RK,Sales COGS HC,Float,18,,
SC-COGNOS RK,Sales ICOGS HC,Float,18,,
SC-COGNOS RK,Net HC YTD,Float,18,,
SC-COGNOS RK,COGS HC YTD,Float,18,,
SC-COGNOS RK,ICOGS HC YTD,Float,18,,
SC-COGNOS RK,Net GC Spot,Float,18,,
SC-COGNOS RK,COGS GC Spot,Float,18,,
SC-COGNOS RK,ICOGS GC Spot,Float,18,,
SC-COGNOS RK,Net GC Avg,Float,18,,
SC-COGNOS RK,COGS GC Avg,Float,18,,
SC-COGNOS RK,ICOGS GC Avg,Float,18,,
SC-COGNOS RK,Ex Rate GC Spot,Float,10,,
SC-COGNOS RK,Ex Rate GC Avg,Float,10,,
SC-Delivery Customer I2,Delivery Customer Key,Varchar,18,Delivery Country,Delivery Country
SC-Delivery Customer I2,Delivery Country Key,Varchar,2,,
SC-Delivery Customer I2,Delivery Country,Varchar,15,Delivery Country,Delivery Country
SC-Delivery Customer I2,Geographical SubRegion Key,Integer,2,,
SC-Delivery Customer I2,Geographical SubRegion,Varchar,22,Delivery Country,Delivery Country
SC-Delivery Customer I2,Geographical Area Key,Integer,2,,
SC-Delivery Customer I2,Geographical Area,Varchar,18,Delivery Country,Delivery Country
SC-Delivery Customer I2,Geographical Region Key,Integer,1,,
SC-Delivery Customer I2,Geographical Region,Varchar,13,Delivery Country,Delivery Country
SC-Delivery Customer I2,Source,Varchar,10,Delivery Country,Delivery Country
SQL_I2_vw_dim_company,comp_code,Varchar,4,,
SQL_I2_vw_dim_company,BUKRS,Varchar,4,,
SQL_I2_vw_dim_company,Sales Office Key,Varchar,4,,
SQL_I2_vw_dim_company,VKORG,Varchar,4,,
SQL_I2_vw_dim_company,Order Type Code,Varchar,3,,
SQL_I2_vw_dim_company,Item_Prefix,Varchar,2,,
SQL_I2_vw_dim_company,Interface,Varchar,2,,
SQL_I2_vw_dim_company,LAND1,Varchar,2,,
SQL_I2_vw_dim_company,WAERS,Varchar,3,,
SQL_I2_vw_dim_company,comp_name,Varchar,20,,
Region-SubRegion-Hierarchy,Region,Varchar,4,,
Region-SubRegion-Hierarchy,SubRegion,Varchar,6,,
Region-SubRegion-Hierarchy,Sales Office Key,Varchar,4,,
Region-SubRegion-Hierarchy,Sales Office,Varchar,23,,
Region-SubRegion-Hierarchy,RC Currency Key,Varchar,3,,
SC-Orders SL Backlog,Sales Order Number,Varchar,10,Sales Order,Sales Order
SC-Orders SL Backlog,Sales Order Item,Varchar,6,Sales Order,Sales Order
SC-Orders SL Backlog,SO Date,Date,10,Sales Order,Sales Order
SC-Orders SL Backlog,SO Document Category,Varchar,1,Sales Order,Sales Order
SC-Orders SL Backlog,SO Transaction Group,Integer,1,Sales Order,Sales Order
SC-Orders SL Backlog,SO Document Type,Varchar,4,Sales Order,Sales Order
SC-Orders SL Backlog,Sales Org Key,Varchar,4,Sales Org,Sales Org
SC-Orders SL Backlog,Distr Channel,Varchar,2,Sales Order,Sales Order
SC-Orders SL Backlog,Sales Office Key,Varchar,8,,
SC-Orders SL Backlog,Customer Key,Varchar,18,Customer,Customer
SC-Orders SL Backlog,SO Header Change Date,Date,10,Sales Order,Sales Order
SC-Orders SL Backlog,Item Key,Varchar,30,Item,Item
SC-Orders SL Backlog,Item category,Varchar,4,Sales Order,Sales Order
SC-Orders SL Backlog,Rejection Reason Key,Varchar,2,Reason For Rejection,
SC-Orders SL Backlog,Base Unit,Varchar,2,Sales Order,Sales Order
SC-Orders SL Backlog,Division Key,Varchar,2,Division,Division
SC-Orders SL Backlog,Order Qty,Float,11,,
SC-Orders SL Backlog,Plant,Integer,4,Sales Order,Sales Order
SC-Orders SL Backlog,SO Item Cost,Float,11,,
SC-Orders SL Backlog,Currency Key DC,Varchar,10,Sales Order,Sales Order
SC-Orders SL Backlog,Ex Rate DC,Float,11,Sales Order,Sales Order
SC-Orders SL Backlog,Order Intake DC,Float,11,,
SC-Orders SL Backlog,Currency Key GC,Varchar,10,Sales Order,Sales Order
SC-Orders SL Backlog,Ex Rate GC,Float,11,Sales Order,Sales Order
SC-Orders SL Backlog,Order Intake GC,Float,11,,
SC-Orders SL Backlog,Currency Key HC,Varchar,10,Sales Order,Sales Order
SC-Orders SL Backlog,Ex Rate HC,Float,11,Sales Order,Sales Order
SC-Orders SL Backlog,Order Intake HC,Float,11,,
SC-Orders SL Backlog,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-Orders SL Backlog,Pricing Date,Date,10,Sales Order,Sales Order
SC-Orders SL Backlog,Sales Order Key,Varchar,16,Sales Order,Sales Order
SC-Orders SL Backlog,Current Record,Integer,1,Sales Order,Sales Order
SC-Orders SL Backlog,CustArea Key,Varchar,22,Customer Sales Area,Customer Sales Area
SC-Orders SL Backlog,SO Item Delivery Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL Backlog,SO Order Delivery Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL Backlog,SO Item Rejection Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL Backlog,SO Item Overall Status,Varchar,1,Sales Order,Sales Order
SC-Orders SL Backlog,Change Date,Date,10,Sales Order,Sales Order
SC-Orders SL Backlog,DelMarker,Varchar,100,Sales Order,Sales Order
SC-Orders SL Backlog,Source,Varchar,10,Sales Order,Sales Order
SC-Orders SL Backlog,SO Item Cost DC,Float,11,,
SC-Orders SL Backlog,SO Item Cost GC,Float,11,,
SC-Orders SL Backlog,SO Item Cost HC,Float,11,,
SC-Orders SL Backlog,Requirement Type Key,Varchar,3,Sales Order,Sales Order
SC-Orders SL Backlog,Object Number,Varchar,18,Sales Order,Sales Order
SC-Orders SL Backlog,Comp Code Key,Varchar,4,Company,Company
SC-Orders SL Backlog,ScL Delivery Date,Date,10,Sales Order,Sales Order
SC-Orders SL Backlog,ScL Category,Varchar,2,Sales Order,Sales Order
SC-Orders SL Backlog,ScL Type,Varchar,1,Sales Order,Sales Order
SC-Orders SL Backlog,ScL Requirement Type,Varchar,2,Sales Order,Sales Order
SC-Orders SL Backlog,ScL Quantity,Float,11,Sales Order,Sales Order
SC-Orders SL Backlog,Sales Order ScL Line,Varchar,4,Sales Order,Sales Order
SC-Orders SL Backlog,SO Doc Condition,Integer,10,Sales Order,Sales Order
SC-Orders SL Backlog,Delivery Customer Key,Varchar,18,Delivery Country,Delivery Country
SC-Orders SL Backlog,Security Key,Varchar,25,Security Key,Security Key
SC-Orders SL Backlog,Currency Key RC,Varchar,10,Sales Order,Sales Order
SC-Orders SL Backlog,Ex Rate RC,Float,11,Sales Order,Sales Order
SC-Orders SL Backlog,Order Intake RC,Float,11,,
SC-Orders SL Backlog,SO Item Cost RC,Float,11,,
SC-Orders SL Backlog,RecType,Varchar,10,Sales Order,Sales Order
SC-Backlog,Sales Order Number,Varchar,10,Backlog,Backlog
SC-Backlog,Sales Order Item,Varchar,6,Backlog,Backlog
SC-Backlog,SO Date,Date,10,Backlog,Backlog
SC-Backlog,SO Document Category,Varchar,1,Backlog,Backlog
SC-Backlog,SO Transaction Group,Integer,1,Backlog,Backlog
SC-Backlog,SO Document Type,Varchar,4,Backlog,Backlog
SC-Backlog,Sales Org Key,Varchar,4,Sales Org,Sales Org
SC-Backlog,Distr Channel,Varchar,2,Backlog,Backlog
SC-Backlog,Sales Office Key,Varchar,8,,
SC-Backlog,Customer Key,Varchar,18,Customer,Customer
SC-Backlog,SO Header Change Date,Date,10,Backlog,Backlog
SC-Backlog,Item Key,Varchar,30,Item,Item
SC-Backlog,Item category,Varchar,4,Backlog,Backlog
SC-Backlog,Rejection Reason Key,Varchar,2,Reason For Rejection,
SC-Backlog,Base Unit,Varchar,2,Backlog,Backlog
SC-Backlog,Division Key,Varchar,2,Division,Division
SC-Backlog,Plant,Integer,4,Backlog,Backlog
SC-Backlog,SO Item Cost,Float,11,,
SC-Backlog,Currency Key DC,Varchar,10,Backlog,Backlog
SC-Backlog,Ex Rate DC,Float,11,Backlog,Backlog
SC-Backlog,Currency Key GC,Varchar,10,Backlog,Backlog
SC-Backlog,Ex Rate GC,Float,11,Backlog,Backlog
SC-Backlog,Currency Key HC,Varchar,10,Backlog,Backlog
SC-Backlog,Ex Rate HC,Float,11,Backlog,Backlog
SC-Backlog,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-Backlog,Pricing Date,Date,10,Backlog,Backlog
SC-Backlog,Sales Order Key,Varchar,16,Backlog,Backlog
SC-Backlog,Current Record,Integer,1,Backlog,Backlog
SC-Backlog,CustArea Key,Varchar,22,Customer Sales Area,Customer Sales Area
SC-Backlog,SO Item Delivery Status,Varchar,1,Backlog,Backlog
SC-Backlog,SO Order Delivery Status,Varchar,1,Backlog,Backlog
SC-Backlog,SO Item Rejection Status,Varchar,1,Backlog,Backlog
SC-Backlog,SO Item Overall Status,Varchar,1,Backlog,Backlog
SC-Backlog,Change Date,Date,10,Backlog,Backlog
SC-Backlog,DelMarker,Varchar,100,Backlog,Backlog
SC-Backlog,Source,Varchar,10,Backlog,Backlog
SC-Backlog,Requirement Type Key,Varchar,3,Backlog,Backlog
SC-Backlog,Object Number,Varchar,18,Backlog,Backlog
SC-Backlog,Comp Code Key,Varchar,4,Company,Company
SC-Backlog,ScL Delivery Date,Date,10,Backlog,Backlog
SC-Backlog,ScL Category,Varchar,2,Backlog,Backlog
SC-Backlog,ScL Type,Varchar,1,Backlog,Backlog
SC-Backlog,ScL Requirement Type,Varchar,2,Backlog,Backlog
SC-Backlog,ScL Quantity,Float,11,Backlog,Backlog
SC-Backlog,Sales Order ScL Line,Varchar,4,Backlog,Backlog
SC-Backlog,SO Doc Condition,Integer,10,Backlog,Backlog
SC-Backlog,Delivery Customer Key,Varchar,18,Delivery Country,Delivery Country
SC-Backlog,Security Key,Varchar,25,Security Key,Security Key
SC-Backlog,Currency Key RC,Varchar,10,Backlog,Backlog
SC-Backlog,Ex Rate RC,Float,11,Backlog,Backlog
SC-Backlog,RecType,Varchar,10,Backlog,Backlog
SC-Backlog,Backlog Qty,Float,11,,
SC-Backlog,Backlog Intake DC,Float,11,,
SC-Backlog,Backlog Intake GC,Float,11,,
SC-Backlog,Backlog Intake HC,Float,11,,
SC-Backlog,Backlog Intake RC,Float,11,,
tbl_dim_country,country_iso_alpha_code,Varchar,2,,
tbl_dim_country,country_name,Varchar,42,,
tbl_dim_country,subregion_key,Integer,2,,
tbl_dim_country,subregion_name,Varchar,22,,
tbl_dim_country,area_key,Integer,2,,
tbl_dim_country,area_name,Varchar,18,,
tbl_dim_country,region_key,Integer,1,,
tbl_dim_country,region_name,Varchar,8,,
tbl_dim_customer_group,customer_group_code,Varchar,3,,
tbl_dim_customer_group,customer_group_name,Varchar,20,,
tbl_dim_customer_group,customer_group_code 1,Varchar,3,,
tbl_dim_customer_group,customer_group_parent_key,Integer,1,,
tbl_dim_customer_group,customer_group_parent_name,Varchar,15,,
tbl_dim_customer_group,active_flag,Integer,1,,
tbl_dim_customer_group,remark,Varchar,35,,
tbl_dim_customer_type,customer_account_group_code,Varchar,4,,
tbl_dim_customer_type,customer_account_group_name,Varchar,28,,
tbl_dim_customer_type,customer_type_code,Integer,1,,
tbl_dim_customer_type,customer_type_name,Varchar,8,,
tbl_dim_customer_type,active,Integer,1,,
tbl_dim_customer_type,remark,Varchar,19,,
tbl_dim_division,business_unit_key,Varchar,7,,
tbl_dim_division,business_unit_code,Varchar,4,,
tbl_dim_division,business_unit_name,Varchar,33,,
tbl_dim_division,technology_segment_code,Varchar,7,,
tbl_dim_division,technology_segment_name,Varchar,33,,
tbl_dim_division,division_code,Varchar,7,,
tbl_dim_division,division_name,Varchar,22,,
tbl_dim_market,market_segment_code,Varchar,7,,
tbl_dim_market,market_segment_stat_code,Varchar,6,,
tbl_dim_market,market_segment_name,Varchar,28,,
tbl_dim_market,market_segment_short_name,Varchar,28,,
tbl_dim_market,market_code,Integer,6,,
tbl_dim_market,market_name,Varchar,26,,
tbl_dim_market,market_short_name,Varchar,28,,
tbl_dim_market_role,market_role_code,Varchar,2,,
tbl_dim_market_role,market_role_name,Varchar,21,,
tbl_dim_market_role,market_role_stat_code,Varchar,2,,
tbl_dim_market_role,market_role_group_name,Varchar,21,,
tbl_dim_market_role,sales_partner_code,Integer,1,,
tbl_dim_market_role,sales_partner_name,Varchar,16,,
tbl_dim_market_role,active_flag,Integer,1,,
tbl_dim_market_role,Remark,None,0,,
tbl_dim_sales_region,sales_region_code,Varchar,4,,
tbl_dim_sales_region,sales_subregion_code,Varchar,4,,
tbl_dim_sales_region,sales_office_code,Integer,33,,
tbl_dim_sales_region,sales_office_name,Varchar,20,,
tbl_dim_sales_region,regional_currency_code,Varchar,3,,
tbl_dim_sales_region,Origin,Varchar,8,,
SC-Division,Division Key,Varchar,2,Division,Division
SC-Division,Division,Varchar,33,Division,Division
